order_id,customer_id,order_timestamp,order_status,sales_channel,currency
O000104,C0033,2026-04-15T21:35:11Z,COMPLETED,WEB,EUR
O000105,C0031,2026-06-03T09:35:43Z,COMPLETED,WEB,EUR
O000106,C0096,2026-01-23T01:38:38Z,COMPLETED,MOBILE,EUR
O000107,C0085,2026-06-02T02:06:08Z,COMPLETED,MOBILE,EUR
O000108,C0088,2026-03-24T18:34:44Z,COMPLETED,STORE,EUR
O000109,C0068,2026-04-27T00:02:52Z,COMPLETED,STORE,EUR
O000110,C0059,2026-06-10T16:03:11Z,COMPLETED,STORE,EUR
O000111,C0033,2026-05-10T03:37:38Z,COMPLETED,WEB,EUR
O000112,C0016,2026-05-11T02:29:17Z,COMPLETED,STORE,EUR
O000113,C0029,2026-04-04T15:09:55Z,COMPLETED,MOBILE,EUR
O000114,C0083,2026-05-12T01:37:10Z,COMPLETED,STORE,EUR
O000115,C0085,2026-04-20T23:14:51Z,COMPLETED,WEB,EUR
O000116,C0054,2026-03-15T01:11:34Z,COMPLETED,WEB,EUR
O000117,C0080,2026-05-27T11:55:33Z,COMPLETED,WEB,EUR
O000118,C0066,2026-05-27T14:17:24Z,COMPLETED,MOBILE,EUR
O000119,C0086,2026-04-13T07:41:27Z,COMPLETED,WEB,EUR
O000120,C0096,2026-04-07T13:59:01Z,COMPLETED,WEB,EUR
O000121,C0059,2026-01-04T15:20:30Z,CANCELLED,MOBILE,EUR
O000122,C0089,2026-03-31T08:12:25Z,CANCELLED,WEB,EUR
O000123,C0100,2026-03-06T16:12:44Z,COMPLETED,STORE,EUR
O000124,C0100,2026-06-25T21:54:21Z,COMPLETED,STORE,EUR
O000125,C0020,2026-04-27T23:22:57Z,COMPLETED,STORE,EUR
O000126,C0073,2026-05-27T11:58:20Z,COMPLETED,MOBILE,EUR
O000127,C0008,2026-04-25T20:12:57Z,COMPLETED,WEB,EUR
O000128,C0060,2026-03-16T15:49:05Z,COMPLETED,STORE,EUR
O000129,C0042,2026-02-06T13:15:34Z,COMPLETED,STORE,EUR
O000130,C0023,2026-05-06T11:10:13Z,COMPLETED,STORE,EUR
O000131,C0081,2026-06-03T06:03:50Z,COMPLETED,WEB,EUR
O000132,C0011,2026-03-06T17:34:46Z,COMPLETED,WEB,EUR
O000133,C0049,2026-04-19T12:45:56Z,COMPLETED,MOBILE,EUR
O000134,C0003,2026-03-12T06:14:28Z,COMPLETED,WEB,EUR
O000135,C0010,2026-01-31T02:05:48Z,COMPLETED,WEB,EUR
O000136,C0077,2026-01-26T10:43:58Z,COMPLETED,WEB,EUR
O000137,C0047,2026-03-21T18:44:23Z,COMPLETED,WEB,EUR
O000138,C0074,2026-05-12T17:08:20Z,PENDING,MOBILE,EUR
O000139,C0033,2026-06-19T12:29:01Z,COMPLETED,MOBILE,EUR
O000140,C0066,2026-03-29T05:58:45Z,COMPLETED,MOBILE,EUR
O000141,C0004,2026-06-30T16:18:48Z,COMPLETED,MOBILE,EUR
O000142,C0043,2026-05-07T05:02:10Z,COMPLETED,WEB,EUR
O000143,C0018,2026-06-11T09:15:20Z,COMPLETED,MOBILE,EUR
O000144,C0037,2026-05-31T17:13:35Z,COMPLETED,WEB,EUR
O000145,C0080,2026-06-04T03:50:16Z,COMPLETED,WEB,EUR
O000146,C0046,2026-04-30T09:13:13Z,COMPLETED,MOBILE,EUR
O000147,C0065,2026-04-16T15:36:20Z,COMPLETED,STORE,EUR
O000148,C0050,2026-05-04T10:26:26Z,PENDING,MOBILE,EUR
O000149,C0094,2026-02-16T19:43:41Z,COMPLETED,WEB,EUR
O000150,C0081,2026-04-03T22:07:00Z,COMPLETED,WEB,EUR
O000151,C0026,2026-02-26T23:32:29Z,COMPLETED,WEB,EUR
O000152,C0070,2026-03-19T07:51:30Z,COMPLETED,WEB,EUR
O000153,C0048,2026-01-25T04:05:44Z,COMPLETED,MOBILE,EUR
O000154,C0078,2026-03-25T14:46:29Z,PENDING,WEB,EUR
O000155,C0055,2026-05-20T08:33:05Z,COMPLETED,MOBILE,EUR
O000156,C0082,2026-05-11T07:56:37Z,COMPLETED,STORE,EUR
O000157,C0009,2026-01-25T12:16:28Z,COMPLETED,STORE,EUR
O000158,C0057,2026-03-14T05:42:28Z,COMPLETED,STORE,EUR
O000159,C0004,2026-01-23T00:42:31Z,COMPLETED,MOBILE,EUR
O000160,C0018,2026-01-24T19:31:54Z,CANCELLED,MOBILE,EUR
O000161,C0091,2026-03-09T11:07:09Z,COMPLETED,STORE,EUR
O000162,C0018,2026-06-03T19:17:36Z,COMPLETED,MOBILE,EUR
O000163,C0060,2026-03-13T15:15:02Z,COMPLETED,STORE,EUR
O000164,C0062,2026-05-20T14:10:31Z,COMPLETED,MOBILE,EUR
O000165,C0058,2026-01-15T09:38:02Z,COMPLETED,STORE,EUR
O000166,C0016,2026-06-11T10:33:43Z,COMPLETED,MOBILE,EUR
O000167,C0011,2026-06-14T06:20:12Z,COMPLETED,STORE,EUR
O000168,C0020,2026-04-23T18:00:31Z,COMPLETED,STORE,EUR
O000169,C0080,2026-03-22T21:26:06Z,COMPLETED,MOBILE,EUR
O000170,C0008,2026-05-14T17:10:18Z,COMPLETED,MOBILE,EUR
O000171,C0072,2026-04-10T23:58:52Z,COMPLETED,WEB,EUR
O000172,C0021,2026-06-18T00:37:30Z,COMPLETED,STORE,EUR
O000173,C0012,2026-01-05T12:00:33Z,CANCELLED,STORE,EUR
O000174,C0002,2026-04-15T05:09:36Z,COMPLETED,MOBILE,EUR
O000175,C0007,2026-03-19T18:50:44Z,COMPLETED,WEB,EUR
O000176,C0079,2026-05-13T02:53:14Z,COMPLETED,WEB,EUR
O000177,C0018,2026-01-08T13:21:08Z,COMPLETED,MOBILE,EUR
O000178,C0065,2026-03-07T07:36:50Z,COMPLETED,STORE,EUR
O000179,C0093,2026-06-04T17:08:47Z,CANCELLED,STORE,EUR
O000180,C0100,2026-05-08T07:16:31Z,COMPLETED,WEB,EUR
O000181,C0081,2026-04-12T19:05:59Z,COMPLETED,MOBILE,EUR
O000182,C0057,2026-01-04T16:15:16Z,COMPLETED,WEB,EUR
O000183,C0085,2026-03-05T02:50:26Z,COMPLETED,MOBILE,EUR
O000184,C0025,2026-04-05T00:26:34Z,PENDING,MOBILE,EUR
O000185,C0045,2026-04-04T04:02:45Z,COMPLETED,STORE,EUR
O000186,C0037,2026-01-09T04:02:38Z,PENDING,WEB,EUR
O000187,C0035,2026-05-16T04:23:36Z,COMPLETED,STORE,EUR
O000188,C0053,2026-01-20T10:57:22Z,COMPLETED,MOBILE,EUR
O000189,C0021,2026-04-17T20:49:43Z,COMPLETED,MOBILE,EUR
O000190,C0005,2026-05-21T09:58:21Z,CANCELLED,WEB,EUR
O000191,C0043,2026-01-21T20:03:26Z,COMPLETED,STORE,EUR
O000192,C0002,2026-02-06T03:45:02Z,COMPLETED,MOBILE,EUR
O000193,C0052,2026-01-17T20:13:38Z,COMPLETED,WEB,EUR
O000194,C0058,2026-02-15T17:36:30Z,COMPLETED,MOBILE,EUR
O000195,C0016,2026-05-10T16:06:31Z,COMPLETED,WEB,EUR
O000196,C0018,2026-02-12T13:12:47Z,COMPLETED,MOBILE,EUR
O000197,C0058,2026-04-13T01:02:18Z,COMPLETED,MOBILE,EUR
O000198,C0071,2026-06-10T22:22:01Z,CANCELLED,WEB,EUR
O000199,C0092,2026-02-09T21:14:25Z,COMPLETED,WEB,EUR
O000200,C0051,2026-01-05T05:27:27Z,COMPLETED,WEB,EUR
O000201,C0070,2026-01-13T09:08:33Z,PENDING,WEB,EUR
O000202,C0088,2026-01-16T13:59:31Z,PENDING,STORE,EUR
O000203,C0017,2026-04-13T16:35:05Z,COMPLETED,WEB,EUR
O000204,C0087,2026-03-31T21:45:16Z,COMPLETED,MOBILE,EUR
O000205,C0009,2026-02-10T00:24:35Z,COMPLETED,WEB,EUR
O000206,C0100,2026-05-27T11:41:31Z,COMPLETED,STORE,EUR
O000207,C0019,2026-02-28T14:19:27Z,PENDING,STORE,EUR
O000208,C0095,2026-06-20T19:45:49Z,CANCELLED,STORE,EUR
O000209,C0024,2026-03-15T02:25:53Z,COMPLETED,MOBILE,EUR
O000210,C0054,2026-03-22T03:12:59Z,COMPLETED,WEB,EUR
O000211,C0049,2026-02-22T03:07:18Z,COMPLETED,STORE,EUR
O000212,C0086,2026-05-21T15:30:25Z,COMPLETED,MOBILE,EUR
O000213,C0096,2026-01-23T18:43:59Z,PENDING,MOBILE,EUR
O000214,C0100,2026-03-04T10:50:04Z,COMPLETED,MOBILE,EUR
O000215,C0027,2026-06-27T13:05:20Z,COMPLETED,MOBILE,EUR
O000216,C0003,2026-01-29T08:02:56Z,COMPLETED,STORE,EUR
O000217,C0063,2026-05-29T05:31:06Z,PENDING,STORE,EUR
O000218,C0010,2026-01-07T13:37:48Z,CANCELLED,STORE,EUR
O000219,C0081,2026-01-27T16:45:25Z,COMPLETED,STORE,EUR
O000220,C0082,2026-04-30T23:19:15Z,COMPLETED,STORE,EUR
O000221,C0003,2026-02-25T16:03:55Z,COMPLETED,STORE,EUR
O000222,C0048,2026-01-16T08:15:22Z,PENDING,MOBILE,EUR
O000223,C0084,2026-06-16T15:35:28Z,COMPLETED,WEB,EUR
O000224,C0013,2026-06-16T14:23:05Z,CANCELLED,WEB,EUR
O000225,C0010,2026-06-29T10:53:39Z,COMPLETED,MOBILE,EUR
O000226,C0076,2026-02-10T05:25:36Z,COMPLETED,STORE,EUR
O000227,C0089,2026-01-28T04:13:01Z,COMPLETED,STORE,EUR
O000228,C0100,2026-03-19T00:46:12Z,COMPLETED,STORE,EUR
O000229,C0085,2026-04-24T18:22:33Z,COMPLETED,STORE,EUR
O000230,C0041,2026-03-17T15:46:12Z,COMPLETED,WEB,EUR
O000231,C0035,2026-05-28T20:07:54Z,COMPLETED,WEB,EUR
O000232,C0004,2026-01-21T01:22:47Z,COMPLETED,STORE,EUR
O000233,C0050,2026-06-17T17:13:06Z,COMPLETED,MOBILE,EUR
O000234,C0035,2026-02-28T11:22:24Z,COMPLETED,WEB,EUR
O000235,C0033,2026-03-12T02:57:50Z,CANCELLED,STORE,EUR
O000236,C0043,2026-03-27T11:35:15Z,COMPLETED,STORE,EUR
O000237,C0023,2026-03-03T00:12:00Z,PENDING,MOBILE,EUR
O000238,C0051,2026-06-08T13:08:24Z,COMPLETED,STORE,EUR
O000239,C0060,2026-05-22T05:03:35Z,CANCELLED,WEB,EUR
O000240,C0049,2026-03-24T03:55:09Z,COMPLETED,STORE,EUR
O000241,C0032,2026-05-30T07:35:08Z,COMPLETED,MOBILE,EUR
O000242,C0056,2026-06-04T14:42:20Z,COMPLETED,WEB,EUR
O000243,C0048,2026-03-28T13:28:43Z,COMPLETED,STORE,EUR
O000244,C0011,2026-06-28T18:03:44Z,COMPLETED,STORE,EUR
O000245,C0045,2026-04-04T18:35:53Z,COMPLETED,MOBILE,EUR
O000246,C0067,2026-02-17T08:43:00Z,COMPLETED,WEB,EUR
O000247,C0095,2026-01-06T16:02:45Z,COMPLETED,WEB,EUR
O000248,C0047,2026-02-06T07:17:45Z,COMPLETED,MOBILE,EUR
O000249,C0041,2026-05-05T02:27:42Z,COMPLETED,STORE,EUR
O000250,C0031,2026-01-23T21:16:30Z,COMPLETED,WEB,EUR
O000251,C0024,2026-03-24T03:30:13Z,COMPLETED,STORE,EUR
O000252,C0058,2026-03-03T02:02:56Z,COMPLETED,MOBILE,EUR
O000253,C0050,2026-06-08T07:10:53Z,PENDING,STORE,EUR
O000254,C0036,2026-01-07T08:22:12Z,COMPLETED,MOBILE,EUR
O000255,C0015,2026-04-10T04:31:42Z,COMPLETED,MOBILE,EUR
O000256,C0084,2026-06-11T04:24:35Z,COMPLETED,MOBILE,EUR
O000257,C0012,2026-06-17T10:08:29Z,COMPLETED,WEB,EUR
O000258,C0081,2026-04-29T12:01:34Z,COMPLETED,STORE,EUR
O000259,C0069,2026-04-26T21:33:30Z,COMPLETED,STORE,EUR
O000260,C0084,2026-02-23T20:25:16Z,COMPLETED,WEB,EUR
O000261,C0074,2026-01-28T14:34:04Z,COMPLETED,STORE,EUR
O000262,C0042,2026-04-05T18:27:07Z,COMPLETED,STORE,EUR
O000263,C0090,2026-05-09T23:08:04Z,COMPLETED,WEB,EUR
O000264,C0044,2026-06-03T01:45:40Z,CANCELLED,WEB,EUR
O000265,C0021,2026-01-25T02:59:13Z,COMPLETED,WEB,EUR
O000266,C0084,2026-05-10T00:50:07Z,COMPLETED,MOBILE,EUR
O000267,C0062,2026-02-11T10:36:53Z,COMPLETED,STORE,EUR
O000268,C0016,2026-03-08T17:10:17Z,PENDING,MOBILE,EUR
O000269,C0014,2026-06-06T12:01:51Z,COMPLETED,MOBILE,EUR
O000270,C0079,2026-01-02T15:29:42Z,COMPLETED,MOBILE,EUR
O000271,C0013,2026-01-17T19:59:43Z,COMPLETED,WEB,EUR
O000272,C0037,2026-04-28T23:35:20Z,COMPLETED,STORE,EUR
O000273,C0078,2026-04-11T12:53:08Z,COMPLETED,STORE,EUR
O000274,C0002,2026-04-13T13:59:36Z,PENDING,MOBILE,EUR
O000275,C0098,2026-02-03T13:10:04Z,COMPLETED,WEB,EUR
O000276,C0028,2026-02-20T21:52:19Z,COMPLETED,WEB,EUR
O000277,C0020,2026-04-30T14:59:14Z,COMPLETED,MOBILE,EUR
O000278,C0042,2026-04-15T03:45:33Z,COMPLETED,STORE,EUR
O000279,C0031,2026-06-14T08:49:38Z,COMPLETED,WEB,EUR
O000280,C0021,2026-01-03T04:53:51Z,COMPLETED,MOBILE,EUR
O000281,C0068,2026-02-22T19:31:17Z,COMPLETED,STORE,EUR
O000282,C0008,2026-03-11T22:17:56Z,COMPLETED,STORE,EUR
O000283,C0015,2026-05-21T08:23:28Z,COMPLETED,STORE,EUR
O000284,C0061,2026-01-09T22:17:22Z,COMPLETED,WEB,EUR
O000285,C0093,2026-03-22T19:53:46Z,COMPLETED,WEB,EUR
O000286,C0060,2026-01-14T09:13:13Z,CANCELLED,MOBILE,EUR
O000287,C0080,2026-05-24T14:40:26Z,COMPLETED,MOBILE,EUR
O000288,C0089,2026-05-04T11:42:13Z,CANCELLED,MOBILE,EUR
O000289,C0040,2026-05-22T05:04:03Z,COMPLETED,STORE,EUR
O000290,C0030,2026-01-09T12:35:24Z,CANCELLED,STORE,EUR
O000291,C0073,2026-04-25T22:26:03Z,COMPLETED,STORE,EUR
O000292,C0095,2026-06-11T12:56:03Z,COMPLETED,MOBILE,EUR
O000293,C0060,2026-03-29T07:07:58Z,COMPLETED,WEB,EUR
O000294,C0088,2026-06-06T19:40:27Z,COMPLETED,STORE,EUR
O000295,C0092,2026-01-18T17:04:58Z,COMPLETED,MOBILE,EUR
O000296,C0060,2026-01-19T09:27:06Z,COMPLETED,WEB,EUR
O000297,C0026,2026-01-26T09:10:37Z,COMPLETED,MOBILE,EUR
O000298,C0010,2026-06-28T03:31:37Z,COMPLETED,WEB,EUR
O000299,C0060,2026-01-09T06:58:45Z,COMPLETED,STORE,EUR
O000300,C0058,2026-02-24T08:13:00Z,CANCELLED,WEB,EUR
O000301,C0012,2026-01-12T20:10:59Z,COMPLETED,WEB,EUR
O000302,C0073,2026-03-08T19:18:54Z,COMPLETED,MOBILE,EUR
O000303,C0046,2026-04-13T19:19:59Z,COMPLETED,WEB,EUR
O000304,C0098,2026-01-11T20:33:11Z,PENDING,WEB,EUR
O000305,C0019,2026-04-20T10:35:47Z,COMPLETED,WEB,EUR
O000306,C0001,2026-04-03T19:35:24Z,COMPLETED,STORE,EUR
O000307,C0076,2026-01-29T16:23:16Z,COMPLETED,WEB,EUR
O000308,C0091,2026-03-14T13:03:33Z,CANCELLED,MOBILE,EUR
O000309,C0021,2026-01-27T11:54:39Z,COMPLETED,MOBILE,EUR
O000310,C0040,2026-03-15T11:23:51Z,COMPLETED,MOBILE,EUR
O000311,C0099,2026-06-15T04:48:53Z,PENDING,WEB,EUR
O000312,C0019,2026-04-07T08:23:23Z,COMPLETED,WEB,EUR
O000313,C0082,2026-05-11T02:32:26Z,COMPLETED,MOBILE,EUR
O000314,C0054,2026-05-23T06:05:28Z,PENDING,MOBILE,EUR
O000315,C0041,2026-01-04T21:34:12Z,COMPLETED,WEB,EUR
O000316,C0094,2026-02-01T05:52:09Z,COMPLETED,WEB,EUR
O000317,C0013,2026-01-11T09:35:16Z,COMPLETED,WEB,EUR
O000318,C0063,2026-06-13T02:00:20Z,COMPLETED,MOBILE,EUR
O000319,C0085,2026-06-09T23:38:23Z,COMPLETED,MOBILE,EUR
O000320,C0015,2026-04-02T22:59:57Z,COMPLETED,MOBILE,EUR
O000321,C0034,2026-01-09T15:55:47Z,COMPLETED,MOBILE,EUR
O000322,C0045,2026-05-10T17:45:48Z,COMPLETED,MOBILE,EUR
O000323,C0061,2026-05-14T09:58:07Z,COMPLETED,WEB,EUR
O000324,C0097,2026-01-24T08:33:14Z,COMPLETED,WEB,EUR
O000325,C0026,2026-03-26T13:04:46Z,PENDING,STORE,EUR
O000326,C0072,2026-03-17T08:40:23Z,COMPLETED,MOBILE,EUR
O000327,C0019,2026-01-30T01:23:01Z,COMPLETED,STORE,EUR
O000328,C0037,2026-06-02T13:50:24Z,CANCELLED,MOBILE,EUR
O000329,C0078,2026-05-01T01:13:41Z,COMPLETED,MOBILE,EUR
O000330,C0007,2026-02-16T03:11:59Z,COMPLETED,MOBILE,EUR
O000331,C0039,2026-01-27T02:16:54Z,PENDING,MOBILE,EUR
O000332,C0053,2026-06-27T08:54:19Z,COMPLETED,STORE,EUR
O000333,C0073,2026-06-20T17:59:12Z,COMPLETED,WEB,EUR
O000334,C0026,2026-05-17T19:49:55Z,COMPLETED,MOBILE,EUR
O000335,C0045,2026-04-18T01:24:04Z,COMPLETED,MOBILE,EUR
O000336,C0021,2026-01-10T15:23:26Z,CANCELLED,WEB,EUR
O000337,C0100,2026-01-04T21:27:02Z,PENDING,STORE,EUR
O000338,C0077,2026-02-03T15:10:24Z,COMPLETED,WEB,EUR
O000339,C0060,2026-02-12T08:55:40Z,COMPLETED,STORE,EUR
O000340,C0044,2026-01-13T09:30:08Z,PENDING,STORE,EUR
O000341,C0077,2026-06-06T09:34:30Z,COMPLETED,MOBILE,EUR
O000342,C0050,2026-03-20T13:34:03Z,COMPLETED,STORE,EUR
O000343,C0061,2026-06-02T09:53:07Z,CANCELLED,STORE,EUR
O000344,C0034,2026-05-24T20:55:56Z,COMPLETED,STORE,EUR
O000345,C0040,2026-05-25T12:16:10Z,COMPLETED,MOBILE,EUR
O000346,C0010,2026-05-01T12:27:37Z,COMPLETED,WEB,EUR
O000347,C0053,2026-02-27T22:26:18Z,COMPLETED,WEB,EUR
O000348,C0092,2026-03-03T10:27:13Z,COMPLETED,WEB,EUR
O000349,C0098,2026-06-02T11:20:52Z,COMPLETED,WEB,EUR
O000350,C0042,2026-06-23T05:03:03Z,COMPLETED,STORE,EUR
O000351,C0045,2026-05-15T16:03:34Z,COMPLETED,WEB,EUR
O000352,C0044,2026-04-12T18:33:54Z,COMPLETED,STORE,EUR
O000353,C0030,2026-01-04T17:07:39Z,COMPLETED,WEB,EUR
O000354,C0092,2026-03-13T04:26:23Z,COMPLETED,WEB,EUR
O000355,C0015,2026-05-14T22:28:00Z,COMPLETED,MOBILE,EUR
O000356,C0020,2026-05-17T06:56:34Z,COMPLETED,STORE,EUR
O000357,C0085,2026-01-20T14:36:00Z,COMPLETED,STORE,EUR
O000358,C0015,2026-02-24T21:30:32Z,COMPLETED,MOBILE,EUR
O000359,C0053,2026-05-17T14:15:10Z,COMPLETED,WEB,EUR
O000360,C0020,2026-04-06T22:41:30Z,CANCELLED,STORE,EUR
O000361,C0030,2026-05-06T02:49:37Z,COMPLETED,MOBILE,EUR
O000362,C0015,2026-05-24T09:50:48Z,COMPLETED,WEB,EUR
